"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C02_001E","S1901_C02_001M","S1901_C03_001E","S1901_C03_001M","S1901_C04_001E","S1901_C04_001M","S1901_C01_002E","S1901_C01_002M","S1901_C02_002E","S1901_C02_002M","S1901_C03_002E","S1901_C03_002M","S1901_C04_002E","S1901_C04_002M","S1901_C01_003E","S1901_C01_003M","S1901_C02_003E","S1901_C02_003M","S1901_C03_003E","S1901_C03_003M","S1901_C04_003E","S1901_C04_003M","S1901_C01_004E","S1901_C01_004M","S1901_C02_004E","S1901_C02_004M","S1901_C03_004E","S1901_C03_004M","S1901_C04_004E","S1901_C04_004M","S1901_C01_005E","S1901_C01_005M","S1901_C02_005E","S1901_C02_005M","S1901_C03_005E","S1901_C03_005M","S1901_C04_005E","S1901_C04_005M","S1901_C01_006E","S1901_C01_006M","S1901_C02_006E","S1901_C02_006M","S1901_C03_006E","S1901_C03_006M","S1901_C04_006E","S1901_C04_006M","S1901_C01_007E","S1901_C01_007M","S1901_C02_007E","S1901_C02_007M","S1901_C03_007E","S1901_C03_007M","S1901_C04_007E","S1901_C04_007M","S1901_C01_008E","S1901_C01_008M","S1901_C02_008E","S1901_C02_008M","S1901_C03_008E","S1901_C03_008M","S1901_C04_008E","S1901_C04_008M","S1901_C01_009E","S1901_C01_009M","S1901_C02_009E","S1901_C02_009M","S1901_C03_009E","S1901_C03_009M","S1901_C04_009E","S1901_C04_009M","S1901_C01_010E","S1901_C01_010M","S1901_C02_010E","S1901_C02_010M","S1901_C03_010E","S1901_C03_010M","S1901_C04_010E","S1901_C04_010M","S1901_C01_011E","S1901_C01_011M","S1901_C02_011E","S1901_C02_011M","S1901_C03_011E","S1901_C03_011M","S1901_C04_011E","S1901_C04_011M","S1901_C01_012E","S1901_C01_012M","S1901_C02_012E","S1901_C02_012M","S1901_C03_012E","S1901_C03_012M","S1901_C04_012E","S1901_C04_012M","S1901_C01_013E","S1901_C01_013M","S1901_C02_013E","S1901_C02_013M","S1901_C03_013E","S1901_C03_013M","S1901_C04_013E","S1901_C04_013M","S1901_C01_014E","S1901_C01_014M","S1901_C02_014E","S1901_C02_014M","S1901_C03_014E","S1901_C03_014M","S1901_C04_014E","S1901_C04_014M","S1901_C01_015E","S1901_C01_015M","S1901_C02_015E","S1901_C02_015M","S1901_C03_015E","S1901_C03_015M","S1901_C04_015E","S1901_C04_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_016E","S1901_C02_016M","S1901_C03_016E","S1901_C03_016M","S1901_C04_016E","S1901_C04_016M"
"0500000US17121","Marion County, Illinois","15913","253","10170","241","7243","217","5743","274","7.4","1.2","6.4","1.4","1.4","0.7","11.9","2.2","5.4","0.9","2.8","0.6","1.1","0.5","10.7","2.1","14.1","1.3","9.0","1.5","5.0","1.0","23.9","3.0","12.0","1.3","9.3","1.5","8.1","1.4","16.9","2.5","14.5","1.6","15.1","1.9","14.2","2.1","13.5","2.5","19.8","1.3","21.5","1.7","25.1","2.0","14.7","2.4","12.1","1.2","15.7","1.7","18.5","2.1","4.6","1.3","10.8","1.1","14.7","1.5","19.3","2.1","2.7","0.9","2.5","0.5","3.6","0.8","5.0","1.1","0.5","0.4","1.5","0.4","2.0","0.6","2.5","0.7","0.6","0.4","46102","1606","58658","2765","70504","2886","27918","1865","58895","1921","68880","2535","81598","3398","37604","2972","35.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.7","(X)"
"0500000US17123","Marshall County, Illinois","4893","147","3112","153","2558","150","1781","128","5.1","1.0","3.3","1.1","1.0","0.7","10.1","2.6","5.5","1.2","2.6","1.2","0.9","0.5","10.8","2.5","10.6","1.7","5.6","1.7","3.1","1.2","19.4","3.6","9.0","1.4","7.7","1.7","6.3","1.7","11.2","2.7","14.2","1.9","12.2","2.0","12.3","2.1","16.5","3.1","20.8","2.6","23.2","3.5","24.6","3.6","15.9","2.9","12.9","1.8","16.5","2.4","17.7","2.5","7.9","2.6","16.2","1.7","20.7","2.3","24.7","2.8","7.0","2.6","3.4","1.0","4.7","1.5","5.7","1.8","1.1","1.0","2.2","0.6","3.4","1.0","3.7","1.2","0.2","0.3","55901","3261","70000","3153","77308","5050","32295","5498","68641","3074","82446","4460","N","N","42768","3514","35.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.1","(X)"
"0500000US17125","Mason County, Illinois","6027","151","3823","172","2906","162","2204","181","5.1","1.2","4.2","1.5","1.8","1.0","9.7","2.6","6.0","1.3","3.7","1.4","1.5","1.0","10.2","2.5","12.8","2.0","10.2","2.2","5.7","1.6","18.6","4.1","13.3","1.9","10.0","2.1","10.5","2.3","18.1","3.8","15.9","2.1","13.6","2.4","13.3","2.6","18.9","4.0","20.1","2.3","23.6","3.3","25.1","3.6","12.7","3.6","9.9","1.5","13.7","2.2","15.4","2.6","4.8","1.9","11.5","1.5","14.3","2.1","18.2","2.6","5.3","2.0","2.8","0.9","3.4","1.1","4.3","1.4","0.6","0.7","2.5","0.8","3.2","1.1","4.2","1.5","1.3","0.9","45596","2976","58018","3132","66417","2061","31095","2741","61524","3107","71197","4379","N","N","41337","3652","27.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.8","(X)"
"0500000US17127","Massac County, Illinois","6011","211","3892","181","2982","184","2119","174","7.0","2.2","5.0","2.1","2.5","1.7","14.3","4.7","8.2","2.0","3.7","1.6","1.3","1.0","18.5","5.5","14.0","2.8","10.9","3.1","7.7","3.1","18.6","4.9","12.5","2.3","10.4","2.6","9.7","2.6","15.1","4.1","13.0","2.2","12.4","2.5","12.3","2.8","13.4","3.8","18.5","2.7","20.3","3.6","23.2","4.2","14.3","3.5","13.8","2.1","18.4","3.1","20.2","3.5","4.2","2.1","9.1","1.8","13.5","2.7","16.5","3.2","1.0","0.8","2.0","0.9","2.8","1.3","3.7","1.6","0.5","0.8","1.8","0.9","2.7","1.3","2.9","1.6","0.0","1.3","42604","3994","57872","5657","70000","5973","23977","3760","56495","3132","69062","4787","N","N","30605","2434","37.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.8","(X)"
"0500000US17129","Menard County, Illinois","5198","125","3661","152","2918","173","1537","144","4.8","1.3","3.6","1.2","0.7","0.6","9.4","3.5","2.7","0.9","0.7","0.5","0.7","0.6","7.2","2.8","8.0","1.7","3.4","1.2","2.0","0.9","18.5","3.9","7.4","1.4","7.5","2.1","3.2","1.3","10.2","3.4","13.4","2.4","10.7","2.7","8.8","3.0","21.2","5.6","17.4","2.6","16.4","3.3","16.5","3.4","20.2","4.8","17.6","2.7","19.1","3.1","21.7","3.6","9.4","4.1","16.3","2.6","21.5","3.5","25.5","4.3","2.8","1.6","7.6","2.5","10.6","3.6","13.1","4.1","0.5","0.6","4.8","1.7","6.6","2.5","7.9","3.1","0.5","0.6","69102","5243","85862","6343","97703","3861","39769","5247","82127","4289","94816","5213","N","N","48201","7059","27.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.9","(X)"
"0500000US17131","Mercer County, Illinois","6624","159","4499","169","3703","178","2125","187","5.9","1.5","4.9","1.8","1.5","0.9","9.1","2.7","3.8","1.2","1.2","0.6","0.8","0.5","10.1","3.4","7.4","1.3","3.8","1.2","2.6","1.0","14.4","3.3","11.6","1.6","8.2","1.7","5.5","1.6","20.4","3.7","13.6","1.9","11.9","2.0","11.4","2.2","17.4","3.9","23.7","2.4","24.0","2.5","25.0","2.9","21.0","4.4","14.5","2.2","18.9","2.9","22.2","3.4","4.6","2.2","14.3","1.7","19.8","2.5","22.4","2.9","2.8","1.6","3.0","0.9","4.3","1.3","4.9","1.5","0.0","1.3","2.1","0.8","3.0","1.1","3.7","1.4","0.2","0.4","58011","2218","71161","2957","78236","3460","33276","2064","68250","3316","81299","4557","N","N","38497","2589","31.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.3","(X)"
"0500000US17133","Monroe County, Illinois","13349","219","10037","339","8497","292","3312","335","2.8","1.0","1.0","0.6","0.4","0.4","8.6","3.3","2.8","0.9","1.7","1.0","0.9","0.5","8.0","3.2","6.8","1.6","3.8","1.6","2.6","1.5","16.7","4.3","8.0","1.7","4.3","1.2","3.7","1.3","19.4","5.0","10.6","1.9","9.0","1.9","7.0","1.7","16.7","4.9","15.7","2.0","15.6","2.5","14.7","2.7","15.3","3.4","13.9","2.0","15.9","2.5","16.9","3.0","5.4","2.3","20.2","2.1","24.3","2.5","25.9","2.7","7.9","3.2","9.6","1.6","12.2","2.2","14.0","2.4","0.9","0.9","9.5","1.5","12.3","2.0","14.0","2.3","1.0","1.1","81268","5031","97965","4453","104522","3455","33314","3404","101408","5146","117247","6272","N","N","50295","9385","30.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.9","(X)"
"0500000US17135","Montgomery County, Illinois","11339","399","7370","368","5709","286","3969","249","6.9","1.1","4.1","1.2","1.4","0.8","13.7","2.9","5.6","1.3","3.5","1.5","1.3","0.7","10.5","3.0","13.2","1.8","7.6","1.8","5.0","1.6","23.6","3.7","9.6","1.6","7.4","1.6","6.2","1.6","13.4","3.6","14.5","1.7","14.0","2.1","12.9","2.0","14.2","3.3","19.4","1.8","22.9","2.6","24.8","2.9","12.4","2.6","14.0","1.4","17.1","2.1","19.8","2.6","7.6","2.2","11.4","1.6","15.6","2.5","19.5","2.8","3.3","1.2","3.5","0.9","5.2","1.3","5.8","1.5","0.3","0.3","2.0","0.7","2.6","0.9","3.2","1.1","1.0","1.0","50304","2160","63922","3841","73609","2555","25829","1768","62938","2738","75592","3789","N","N","37786","3309","30.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.8","(X)"
"0500000US17137","Morgan County, Illinois","13864","312","8556","286","6341","306","5308","308","6.7","1.2","2.5","1.0","1.5","0.9","14.1","2.9","5.7","1.2","2.8","1.2","0.7","0.4","11.0","2.8","12.5","1.7","9.9","2.1","5.1","1.7","18.0","3.0","11.8","1.8","9.3","2.3","6.5","2.0","15.0","2.5","14.6","1.8","15.5","2.3","15.7","2.6","13.9","2.7","18.3","1.9","21.3","2.5","22.0","2.8","14.8","2.9","13.4","1.6","15.0","2.1","18.5","2.8","8.4","2.1","11.6","1.6","15.4","2.2","19.4","2.7","4.1","1.6","3.6","0.9","5.5","1.4","6.9","1.8","0.3","0.3","1.9","0.6","2.8","0.9","3.6","1.1","0.3","0.3","48508","2722","61581","2052","73588","3110","29583","2954","63032","2822","76365","4077","N","N","38878","2586","32.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.3","(X)"
"0500000US17139","Moultrie County, Illinois","5910","128","3950","150","3397","155","1960","157","3.8","1.2","1.6","0.8","0.5","0.5","9.6","3.3","3.9","1.2","2.0","1.2","0.4","0.5","8.6","3.1","9.6","2.0","3.7","1.7","3.7","1.9","21.1","4.8","9.5","2.0","6.7","2.1","5.3","1.9","14.9","3.9","15.2","2.4","17.6","3.0","15.1","2.8","13.6","4.0","22.4","3.0","24.5","3.9","25.5","4.2","16.6","4.3","13.4","2.6","15.4","3.4","17.1","3.8","8.0","4.1","13.9","2.2","18.0","3.0","20.4","3.5","4.3","2.1","5.3","1.8","7.3","2.7","8.2","3.0","1.4","1.3","2.9","1.1","3.4","1.6","3.9","1.8","1.8","2.1","59623","4609","68993","3406","74479","6006","31212","4633","70504","3583","81992","5596","N","N","44468","4722","31.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.1","(X)"
"0500000US17141","Ogle County, Illinois","20901","330","14335","381","11257","391","6566","368","4.0","0.7","2.0","0.6","0.9","0.5","9.8","2.0","4.4","0.9","2.5","0.7","1.3","0.6","9.8","2.4","7.9","1.2","4.2","0.9","1.9","0.6","17.3","3.1","10.6","1.1","8.9","1.1","6.4","1.1","15.2","2.6","14.2","1.6","13.6","1.9","12.9","2.0","17.1","3.1","20.7","1.6","20.8","2.0","21.2","2.2","16.4","2.8","12.1","1.3","15.2","1.8","16.4","2.0","5.9","1.7","17.2","1.4","21.4","2.0","25.5","2.4","6.2","1.8","5.6","0.9","7.3","1.3","8.6","1.5","1.3","0.7","3.1","0.6","4.0","0.8","4.9","1.1","1.0","0.6","59707","1963","72555","3063","83100","3541","32271","3551","75048","2200","86144","2555","N","N","46110","3814","34.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.3","(X)"
"0500000US17143","Peoria County, Illinois","73629","818","44659","811","31362","717","28970","893","8.3","0.7","5.1","0.7","1.1","0.4","14.5","1.4","4.7","0.5","3.1","0.5","1.1","0.4","7.6","1.1","10.3","0.7","6.7","0.8","3.1","0.7","16.4","1.4","9.7","0.7","7.6","0.8","4.6","0.8","12.9","1.4","12.9","0.7","10.9","0.9","8.7","0.9","16.1","1.3","18.4","1.1","19.7","1.3","20.2","1.5","16.1","1.6","12.8","0.8","15.1","1.1","18.3","1.3","8.4","1.1","13.2","0.8","17.6","1.2","23.2","1.5","5.4","0.9","4.9","0.5","7.1","0.7","9.8","1.1","1.2","0.4","4.8","0.4","7.1","0.7","9.8","1.0","1.3","0.5","54770","1331","70686","1956","90910","1946","33560","1626","74500","1783","91640","2624","112350","3693","45414","1892","35.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.6","(X)"
"0500000US17145","Perry County, Illinois","8323","221","5420","253","4027","283","2903","220","11.5","2.6","5.9","2.7","1.0","0.7","22.1","5.4","5.2","1.3","2.1","1.0","1.9","1.3","11.1","3.2","12.1","2.2","7.9","2.2","4.2","1.5","22.0","4.7","10.1","1.6","7.5","2.1","7.9","2.6","15.8","3.7","12.2","2.1","13.9","2.7","12.6","3.1","10.5","3.0","19.1","2.5","20.6","3.1","21.1","3.7","12.8","3.7","14.6","2.2","21.2","3.2","24.9","4.0","2.4","1.1","11.8","2.2","16.0","3.3","19.9","4.1","3.2","1.8","1.6","0.6","2.4","1.0","3.3","1.3","0.0","0.9","1.8","0.9","2.4","1.3","3.3","1.7","0.2","0.3","48298","4514","62026","6541","75753","3949","22958","2202","61778","5905","76942","8701","N","N","30107","3015","33.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.0","(X)"
"0500000US17147","Piatt County, Illinois","6700","167","4775","197","3954","170","1925","214","2.3","0.8","1.2","0.6","0.4","0.3","6.3","2.4","2.9","1.2","0.9","0.5","0.4","0.2","7.5","4.1","6.4","1.3","2.1","0.8","0.8","0.4","18.6","4.5","10.5","2.4","7.9","2.4","5.8","2.3","16.8","5.1","15.7","2.3","13.8","2.7","11.1","2.6","23.6","5.4","16.2","2.5","16.8","2.8","17.0","3.0","11.9","3.5","18.3","2.3","21.8","3.0","23.6","3.3","8.4","3.5","17.9","2.7","22.5","3.5","25.4","3.8","5.8","3.1","5.5","1.4","7.4","2.0","8.9","2.4","0.3","0.3","4.2","1.1","5.6","1.6","6.8","1.9","0.8","0.7","69271","3117","83147","3160","89615","6217","35391","2442","82458","4845","96296","6580","N","N","44230","4260","31.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.9","(X)"
"0500000US17149","Pike County, Illinois","6527","164","4232","176","3299","189","2295","199","7.8","1.6","4.8","1.4","2.5","1.1","17.0","3.7","5.9","1.1","1.7","0.8","0.9","0.7","13.9","2.8","13.4","2.1","9.8","2.0","6.2","1.7","18.4","3.9","12.2","1.9","10.7","2.1","9.9","2.2","14.7","3.5","17.4","2.3","17.6","2.9","15.8","2.8","16.3","3.8","18.7","1.9","23.4","2.7","25.1","2.8","12.7","2.8","8.6","1.7","10.6","2.3","12.7","2.9","3.8","1.8","9.9","1.6","13.1","2.2","16.4","2.7","2.0","0.9","4.1","1.3","6.0","2.0","7.5","2.6","0.7","0.7","1.9","0.7","2.2","1.0","2.9","1.2","0.4","0.4","42664","2354","55949","3796","63795","3195","25809","3978","57507","2687","69018","3624","N","N","32782","2351","34.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.5","(X)"
"0500000US17151","Pope County, Illinois","1644","122","1033","93","895","93","611","106","10.6","3.9","5.8","2.7","3.8","3.0","18.8","9.3","4.7","2.5","0.4","0.6","0.0","3.0","11.9","6.6","10.9","4.1","4.5","3.4","4.1","3.6","21.6","8.7","16.9","5.5","19.5","7.6","13.0","6.2","12.6","5.6","11.6","4.0","9.6","4.4","10.8","4.9","15.1","7.1","18.6","5.0","22.1","7.1","24.2","7.8","12.8","5.8","12.8","4.4","17.9","6.4","20.7","7.4","4.1","3.8","11.6","4.6","16.6","6.6","19.1","7.5","3.1","3.3","1.8","1.5","2.8","2.3","3.2","2.7","0.0","4.4","0.5","0.9","0.9","1.4","1.0","1.6","0.0","4.4","40671","11198","61321","9786","69958","7753","23352","9106","52818","5100","65528","6336","N","N","31326","4256","44.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","44.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","46.0","(X)"
"0500000US17153","Pulaski County, Illinois","2173","126","1317","107","974","100","856","105","10.4","2.4","3.9","1.8","1.2","1.1","21.1","4.9","9.2","2.4","4.6","2.3","2.6","2.0","16.4","4.7","18.2","3.2","12.5","3.9","7.7","2.9","28.5","5.9","13.9","3.3","14.6","4.0","13.9","4.9","11.2","4.0","13.1","2.6","15.0","3.5","12.8","3.9","9.9","4.1","18.4","3.4","23.9","4.8","28.1","6.2","9.5","3.7","6.7","2.4","9.5","3.8","12.4","4.8","2.5","2.0","8.1","2.3","13.0","3.4","17.2","4.6","0.6","1.0","1.5","1.1","2.4","1.8","3.3","2.4","0.0","3.2","0.6","0.5","0.7","0.7","0.7","0.9","0.4","0.5","33799","3265","49145","8259","61000","3804","18371","2392","47587","4291","61743","6599","N","N","25287","2750","45.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","47.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","41.2","(X)"
"0500000US17155","Putnam County, Illinois","2395","115","1651","128","1378","110","744","100","4.0","1.4","0.7","0.5","0.0","2.0","12.0","4.0","2.3","0.9","1.3","1.1","0.4","0.4","4.8","2.1","8.6","2.2","4.9","2.3","3.6","2.4","17.7","4.5","9.8","2.7","7.9","2.9","4.3","1.9","14.4","5.4","13.7","2.5","12.7","3.0","11.4","3.2","17.5","4.9","19.1","2.7","20.0","3.4","20.0","3.9","16.1","3.8","18.4","2.9","20.3","3.8","23.4","4.3","11.8","4.7","15.9","2.9","22.0","4.1","25.1","4.7","2.6","1.6","3.2","1.0","4.2","1.4","4.6","1.5","0.0","3.6","5.1","2.1","6.0","2.9","7.2","3.5","3.1","3.9","65034","4231","77804","4991","84936","5878","35952","6038","79048","6039","89507","6197","N","N","52986","16929","30.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.8","(X)"
"0500000US17157","Randolph County, Illinois","11873","251","7734","311","5891","292","4139","283","4.5","1.1","2.5","0.9","0.8","0.5","9.7","3.0","5.5","1.3","2.9","1.2","0.7","0.4","11.4","3.1","10.8","1.7","6.7","1.6","3.8","1.3","20.3","3.5","11.4","1.4","7.0","1.3","6.5","1.5","19.3","3.3","15.5","1.8","15.3","2.1","14.7","2.7","14.6","2.7","20.0","1.9","21.8","2.4","21.8","2.5","15.7","3.3","14.2","1.5","18.9","2.0","21.5","2.6","4.5","1.5","12.9","1.6","18.3","2.4","21.7","2.9","2.3","1.0","2.3","0.6","3.2","0.9","4.2","1.1","0.5","0.8","2.9","0.7","3.5","1.0","4.1","1.2","1.8","1.0","52107","2247","66891","3329","77027","4042","29385","2467","67527","3089","80460","4451","89923","5285","40324","4045","36.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.1","(X)"
"0500000US17159","Richland County, Illinois","6482","194","4025","246","3141","210","2457","222","8.4","1.8","5.1","2.0","1.4","0.8","16.0","3.8","6.4","1.8","1.8","0.9","0.9","0.7","12.9","4.0","10.2","1.6","5.8","1.6","3.6","1.6","17.7","3.9","11.4","2.3","10.9","2.7","6.4","2.3","16.4","4.3","14.8","2.2","14.0","2.6","14.7","3.2","15.1","4.0","18.5","2.7","22.5","3.4","25.0","3.9","10.7","3.5","13.0","2.4","15.0","3.2","17.8","4.0","8.5","3.1","11.3","2.2","15.9","3.1","19.3","3.7","2.0","1.4","2.9","0.9","4.3","1.4","5.5","1.8","0.7","0.7","3.1","1.2","4.7","1.9","5.5","2.3","0.0","1.1","48724","3352","62932","6474","73259","3782","28072","4029","62163","3329","76672","4815","N","N","34268","2757","36.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.4","(X)"
"0500000US17161","Rock Island County, Illinois","60294","487","37533","776","26509","787","22761","735","7.2","0.7","5.3","0.8","1.8","0.5","12.3","1.4","4.6","0.6","2.8","0.6","0.9","0.3","8.4","1.3","10.3","0.8","6.3","0.8","3.0","0.6","16.8","1.8","10.3","0.8","7.0","0.8","5.0","0.8","16.3","1.5","14.6","0.8","13.6","1.0","11.8","1.3","16.4","1.5","19.7","1.0","21.6","1.5","22.7","1.8","15.8","1.3","13.2","0.9","16.9","1.1","20.4","1.4","6.4","1.0","13.3","0.7","17.2","1.0","21.8","1.4","5.5","0.9","4.1","0.5","5.6","0.7","7.3","0.9","1.4","0.5","2.7","0.3","3.9","0.5","5.2","0.7","0.7","0.3","52630","1218","65627","2142","81186","2011","32173","1169","67715","1628","81219","2284","96154","2923","42477","1595","37.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.9","(X)"
"0500000US17163","St. Clair County, Illinois","103063","1185","65340","1016","45043","1033","37723","1312","9.0","0.7","5.5","0.7","0.7","0.3","16.5","1.4","5.1","0.5","3.1","0.5","0.7","0.3","9.2","1.2","9.7","0.6","6.4","0.6","3.2","0.6","15.9","1.3","9.7","0.7","7.6","0.7","4.7","0.6","14.5","1.4","13.5","0.8","12.0","0.9","9.5","0.9","15.4","1.4","16.2","0.9","16.7","1.0","17.6","1.2","15.1","1.6","12.4","0.6","14.9","1.0","18.1","1.1","7.3","0.9","14.9","0.6","20.3","0.9","26.8","1.2","4.5","0.6","5.1","0.4","7.5","0.6","10.1","0.8","0.8","0.3","4.3","0.4","6.1","0.6","8.5","0.8","0.8","0.3","53681","1252","72482","1950","92755","1948","30311","1300","73185","1485","89901","2050","110279","2878","41148","1449","36.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.1","(X)"
"0500000US17165","Saline County, Illinois","10002","269","6668","262","4879","263","3334","238","10.2","1.7","6.1","1.9","2.6","1.5","20.5","3.6","10.7","1.7","6.6","1.6","4.3","1.7","18.7","4.4","13.3","1.7","10.2","1.9","6.9","2.0","22.2","3.6","9.6","1.7","10.3","2.5","7.7","2.0","10.0","2.4","13.7","1.7","13.9","2.1","11.5","2.2","10.6","2.9","16.9","2.5","20.7","3.3","25.4","3.9","7.9","2.4","10.2","1.6","12.5","2.3","14.6","2.9","5.0","1.9","10.7","2.0","13.9","2.5","18.6","3.3","3.1","1.2","2.6","0.8","3.8","1.2","5.2","1.7","0.2","0.4","2.0","0.8","2.1","1.0","2.9","1.4","1.8","1.1","41167","2422","53300","4387","64885","6648","19098","1836","56381","2941","65881","3924","N","N","34062","3883","37.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.4","(X)"
"0500000US17167","Sangamon County, Illinois","83661","755","50630","735","36056","756","33031","967","6.5","0.6","3.9","0.6","1.0","0.3","11.4","1.1","4.8","0.5","3.3","0.6","0.6","0.2","7.9","1.0","9.9","0.7","7.1","0.7","2.8","0.5","14.2","1.3","8.8","0.7","6.3","0.7","4.1","0.6","13.1","1.3","11.7","0.6","9.1","0.8","7.5","0.7","15.6","1.3","18.1","0.8","17.5","1.1","17.3","1.1","18.8","1.5","13.8","0.8","15.8","1.0","18.9","1.2","9.7","1.0","14.9","0.8","19.9","1.0","24.7","1.2","6.6","0.9","6.1","0.5","9.1","0.9","12.1","1.1","1.2","0.4","5.5","0.5","8.1","0.7","11.0","1.0","1.4","0.4","60466","1316","80129","1908","97034","1732","38034","1942","80536","1685","99193","2363","120340","3091","49500","1828","39.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.9","(X)"
"0500000US17169","Schuyler County, Illinois","2836","196","1737","191","1224","154","1099","139","5.7","2.3","5.2","2.8","0.2","0.3","7.5","3.6","5.2","2.3","0.7","0.8","0.0","2.2","11.4","5.4","8.6","2.9","5.3","2.7","3.5","2.5","14.9","6.3","13.0","3.2","9.3","3.6","6.9","3.1","21.3","7.4","20.8","3.7","21.3","5.1","16.8","4.9","19.6","5.9","19.6","3.7","24.2","5.7","28.5","6.7","11.6","4.5","14.0","3.6","19.4","5.4","24.6","7.1","4.1","2.3","9.4","2.7","8.9","3.1","11.8","4.1","9.5","5.3","2.6","1.3","4.2","2.1","5.6","2.9","0.0","2.5","1.1","0.8","1.6","1.3","2.2","1.8","0.3","0.6","46151","4089","57969","10074","71033","5306","31968","3989","58448","4213","66764","4860","N","N","43336","8467","31.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.7","(X)"
