"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C02_001E","S1901_C02_001M","S1901_C03_001E","S1901_C03_001M","S1901_C04_001E","S1901_C04_001M","S1901_C01_002E","S1901_C01_002M","S1901_C02_002E","S1901_C02_002M","S1901_C03_002E","S1901_C03_002M","S1901_C04_002E","S1901_C04_002M","S1901_C01_003E","S1901_C01_003M","S1901_C02_003E","S1901_C02_003M","S1901_C03_003E","S1901_C03_003M","S1901_C04_003E","S1901_C04_003M","S1901_C01_004E","S1901_C01_004M","S1901_C02_004E","S1901_C02_004M","S1901_C03_004E","S1901_C03_004M","S1901_C04_004E","S1901_C04_004M","S1901_C01_005E","S1901_C01_005M","S1901_C02_005E","S1901_C02_005M","S1901_C03_005E","S1901_C03_005M","S1901_C04_005E","S1901_C04_005M","S1901_C01_006E","S1901_C01_006M","S1901_C02_006E","S1901_C02_006M","S1901_C03_006E","S1901_C03_006M","S1901_C04_006E","S1901_C04_006M","S1901_C01_007E","S1901_C01_007M","S1901_C02_007E","S1901_C02_007M","S1901_C03_007E","S1901_C03_007M","S1901_C04_007E","S1901_C04_007M","S1901_C01_008E","S1901_C01_008M","S1901_C02_008E","S1901_C02_008M","S1901_C03_008E","S1901_C03_008M","S1901_C04_008E","S1901_C04_008M","S1901_C01_009E","S1901_C01_009M","S1901_C02_009E","S1901_C02_009M","S1901_C03_009E","S1901_C03_009M","S1901_C04_009E","S1901_C04_009M","S1901_C01_010E","S1901_C01_010M","S1901_C02_010E","S1901_C02_010M","S1901_C03_010E","S1901_C03_010M","S1901_C04_010E","S1901_C04_010M","S1901_C01_011E","S1901_C01_011M","S1901_C02_011E","S1901_C02_011M","S1901_C03_011E","S1901_C03_011M","S1901_C04_011E","S1901_C04_011M","S1901_C01_012E","S1901_C01_012M","S1901_C02_012E","S1901_C02_012M","S1901_C03_012E","S1901_C03_012M","S1901_C04_012E","S1901_C04_012M","S1901_C01_013E","S1901_C01_013M","S1901_C02_013E","S1901_C02_013M","S1901_C03_013E","S1901_C03_013M","S1901_C04_013E","S1901_C04_013M","S1901_C01_014E","S1901_C01_014M","S1901_C02_014E","S1901_C02_014M","S1901_C03_014E","S1901_C03_014M","S1901_C04_014E","S1901_C04_014M","S1901_C01_015E","S1901_C01_015M","S1901_C02_015E","S1901_C02_015M","S1901_C03_015E","S1901_C03_015M","S1901_C04_015E","S1901_C04_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_016E","S1901_C02_016M","S1901_C03_016E","S1901_C03_016M","S1901_C04_016E","S1901_C04_016M"
"0500000US26017","Bay County, Michigan","44469","1080","29075","1565","N","N","15394","1586","5.9","1.7","4.6","2.2","N","N","12.3","3.9","4.7","1.5","3.6","1.7","N","N","7.0","2.8","10.7","2.3","8.1","2.3","N","N","15.7","3.9","11.2","2.8","8.5","2.5","N","N","15.9","4.7","16.6","2.6","14.6","3.2","N","N","19.8","4.9","20.7","2.9","22.0","3.6","N","N","18.1","5.0","11.3","2.1","13.0","2.8","N","N","5.3","2.6","12.4","2.1","17.6","3.0","N","N","2.7","2.0","4.4","1.3","6.4","1.9","N","N","0.5","0.6","2.0","1.0","1.7","0.9","N","N","2.5","2.3","50606","2471","60716","5421","76929","5057","34239","4095","66454","4323","73432","5095","N","N","50251","9827","41.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","43.6","(X)"
"0500000US26159","Van Buren County, Michigan","28607","1337","20700","1444","N","N","7907","1087","5.1","1.4","2.8","1.4","N","N","11.5","3.5","5.3","1.6","3.3","1.5","N","N","11.6","4.4","11.0","2.8","7.3","2.8","N","N","20.5","7.2","8.1","2.5","5.8","2.6","N","N","16.4","5.3","13.1","2.8","13.5","2.9","N","N","12.3","5.3","22.4","4.0","25.1","4.5","N","N","13.1","5.4","12.4","2.6","13.1","3.4","N","N","9.2","3.9","14.5","2.9","18.1","3.8","N","N","4.3","2.4","5.5","2.0","7.2","2.8","N","N","0.9","1.2","2.7","1.3","3.6","1.9","N","N","0.3","0.4","59295","4093","66636","4754","76904","6861","27390","4372","72589","5006","84465","6437","N","N","38819","3366","27.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.0","(X)"
"0500000US32031","Washoe County, Nevada","185709","2535","110715","3381","81172","3486","74994","3547","4.7","0.8","2.9","1.0","1.4","0.7","7.5","1.3","2.9","0.6","0.9","0.4","0.8","0.5","6.2","1.3","7.9","1.0","5.3","1.2","3.1","1.0","12.5","2.1","8.6","1.1","6.0","1.0","4.2","1.1","13.6","2.0","13.3","1.3","10.5","1.5","8.3","1.4","17.8","2.5","21.1","1.5","21.5","2.0","20.1","2.3","20.6","2.3","12.5","1.1","15.0","1.7","15.7","1.9","9.0","1.5","16.3","1.3","20.6","1.7","24.8","2.0","7.7","1.5","6.5","0.7","8.6","1.0","11.0","1.2","2.7","0.9","6.2","0.8","8.7","1.3","10.6","1.7","2.2","0.8","63310","3111","80059","3964","93475","3134","42476","2656","87024","3329","104362","4589","117942","5699","57455","3466","32.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.6","(X)"
"0500000US33013","Merrimack County, New Hampshire","58521","1287","38014","1566","30788","1660","20507","1368","3.8","1.3","2.4","1.3","0.5","0.4","7.1","2.7","3.3","1.1","0.4","0.4","0.1","0.1","9.1","2.9","8.1","1.7","3.0","1.1","2.6","1.2","17.6","4.2","7.0","1.7","5.2","2.0","3.4","1.5","10.3","3.2","12.2","2.0","10.3","2.2","8.1","2.0","18.2","4.0","15.4","2.2","16.3","3.0","17.0","3.2","14.0","3.0","15.9","2.2","17.5","2.8","17.4","3.0","11.7","3.2","19.3","1.9","25.4","2.4","28.4","2.9","7.2","2.6","7.5","1.6","9.6","2.2","10.9","2.6","2.6","1.7","7.5","1.4","10.0","2.1","11.6","2.5","2.1","1.3","75088","3870","92519","5400","100676","3265","38750","5019","92823","4720","110884","6518","N","N","55049","7301","33.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.0","(X)"
"0500000US39045","Fairfield County, Ohio","55934","1413","40227","1909","31929","1793","15707","1785","5.2","1.6","2.6","1.4","0.9","0.7","14.7","4.8","2.9","1.0","1.3","0.7","1.1","0.8","6.5","2.6","8.7","1.8","6.0","1.8","4.1","1.6","17.1","5.1","9.9","1.8","7.3","2.1","4.7","1.9","15.7","3.8","10.3","1.7","9.4","1.8","8.8","2.0","11.9","4.3","17.3","2.4","18.6","3.5","18.3","3.5","14.7","3.8","13.6","2.1","15.5","2.7","14.9","2.6","8.5","3.8","19.7","2.8","23.2","3.3","27.8","3.8","8.0","3.5","8.7","1.9","11.3","2.6","14.1","3.3","2.5","1.6","3.7","1.1","4.7","1.6","5.3","1.8","0.5","0.6","67144","4196","82025","5872","95811","8475","31437","3525","83773","4799","96555","6013","N","N","47987","7025","31.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.8","(X)"
"0500000US45041","Florence County, South Carolina","50518","1949","34199","2173","22953","1803","16319","2003","10.8","2.8","5.6","2.4","0.0","0.8","23.1","7.1","4.1","1.5","2.5","1.4","1.7","1.5","7.4","3.4","12.5","2.1","9.3","2.4","6.6","2.7","22.2","4.9","8.8","2.0","12.0","3.0","6.4","2.7","7.1","2.8","14.8","2.7","14.2","3.3","14.6","4.1","14.0","4.7","20.0","3.0","18.5","3.6","21.9","5.0","15.9","4.4","10.1","2.1","13.2","2.9","16.3","4.1","4.2","2.9","11.9","2.2","15.5","3.0","19.8","4.4","3.4","2.2","4.1","1.3","5.0","1.8","6.9","2.5","2.1","2.0","3.0","1.0","4.1","1.4","5.8","2.2","0.5","0.6","48790","3759","58418","5438","72859","9243","23534","5386","71363","6765","83066","8055","N","N","38212","5436","45.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","45.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.0","(X)"
"0500000US48005","Angelina County, Texas","29898","1469","21615","1765","N","N","8283","1583","7.3","2.6","5.0","2.7","N","N","13.6","5.7","6.1","2.7","4.6","2.7","N","N","10.1","6.4","11.6","3.3","7.6","3.3","N","N","22.7","8.1","14.9","3.5","13.8","4.2","N","N","19.7","7.3","13.2","4.0","15.2","5.0","N","N","12.0","6.4","20.1","4.1","22.4","5.0","N","N","7.7","5.5","11.2","3.4","12.7","4.2","N","N","6.3","5.1","8.9","2.9","10.5","3.4","N","N","4.7","5.3","5.6","2.0","6.6","2.5","N","N","3.1","3.7","1.1","0.7","1.5","0.9","N","N","0.0","2.6","47519","5773","51564","3542","66421","7263","27020","7297","58743","3896","65799","4704","N","N","37545","7547","33.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.7","(X)"
"0500000US53057","Skagit County, Washington","48474","1107","33216","1663","26251","1753","15258","1352","5.2","1.4","2.5","1.2","1.0","0.8","12.7","3.6","3.3","1.0","1.6","0.7","1.2","0.8","6.4","2.5","5.4","1.3","2.2","1.1","1.7","1.2","12.4","3.4","7.8","2.0","6.2","2.6","4.3","2.1","11.5","3.1","13.3","2.4","14.0","3.3","9.0","2.8","14.9","3.8","16.4","2.9","16.1","3.0","16.2","3.5","17.5","4.6","18.9","3.2","21.4","4.3","24.1","4.8","10.6","2.7","16.7","2.4","20.7","3.3","23.7","3.7","8.2","3.1","6.4","1.5","8.6","2.1","10.7","2.6","1.9","0.9","6.5","1.6","6.6","1.5","8.2","1.9","3.9","2.4","73206","4545","79629","3534","87159","6887","41052","2790","89272","6779","96670","5437","N","N","67097","15320","31.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.8","(X)"
"0500000US53067","Thurston County, Washington","110713","1699","73809","2759","56991","2810","36904","2769","3.5","0.9","2.3","1.1","1.4","0.8","7.1","2.0","3.0","0.7","1.0","0.7","0.8","0.7","7.0","1.9","6.8","1.3","5.4","1.3","2.6","1.0","12.1","3.0","6.3","1.3","4.6","1.5","2.4","0.8","9.6","2.7","13.3","1.8","10.0","1.6","8.0","1.8","19.6","3.8","18.5","1.7","19.0","1.9","18.0","2.2","18.4","3.4","16.0","1.9","17.8","2.3","19.7","2.6","12.7","2.7","17.9","1.9","22.5","2.6","26.2","3.0","6.4","2.3","8.8","1.4","10.2","1.7","12.6","2.1","4.7","1.9","5.9","1.4","7.1","2.0","8.4","2.4","2.4","1.3","72703","3003","86326","2891","95655","4302","46393","3039","88214","3022","99307","4373","N","N","59538","4847","31.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.5","(X)"
"0500000US54039","Kanawha County, West Virginia","78482","2049","45228","2363","32395","2474","33254","2336","7.3","1.5","5.9","1.8","1.5","0.9","10.1","2.6","6.0","1.2","3.2","1.3","2.0","1.0","9.8","2.7","15.9","2.2","9.5","2.3","3.8","1.7","26.6","4.2","13.1","2.0","9.9","2.5","9.1","2.8","17.5","3.9","15.9","2.0","14.2","2.8","14.0","3.3","16.6","3.4","16.2","2.1","20.4","3.3","21.8","3.9","10.4","2.6","7.2","1.3","9.9","1.9","11.8","2.5","3.5","1.2","10.6","1.6","15.0","2.5","20.0","3.2","3.6","1.8","3.5","1.1","5.2","1.8","6.7","2.5","1.2","0.9","4.3","1.1","6.9","1.8","9.2","2.4","0.7","0.7","41141","1809","59981","4692","72722","4961","27956","2848","65563","4376","84343","6958","N","N","38168","4642","26.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.7","(X)"
"0500000US55025","Dane County, Wisconsin","226350","2321","127612","3453","104661","3946","98738","3337","4.5","0.8","2.0","0.8","0.4","0.3","8.4","1.6","2.2","0.6","0.4","0.3","0.2","0.2","4.5","1.3","6.5","0.9","2.8","0.7","1.6","0.6","11.3","1.7","7.4","1.0","4.4","1.1","3.1","0.9","11.8","1.9","13.1","1.0","8.6","1.0","6.6","1.2","19.3","2.1","18.7","1.2","17.2","1.5","14.6","1.5","20.7","1.9","13.1","1.1","15.4","1.6","16.4","1.9","9.5","1.3","18.8","1.3","25.8","1.7","29.8","2.1","8.8","1.4","7.3","0.9","10.8","1.4","12.8","1.6","2.9","0.8","8.4","0.7","12.5","1.2","14.6","1.4","2.7","0.9","71582","1545","98589","3162","108504","4045","45692","1837","96038","2514","121701","4490","N","N","60629","3701","23.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.9","(X)"
"0500000US01097","Mobile County, Alabama","158627","3164","100153","3614","64352","3329","58474","3814","9.5","1.5","5.9","1.5","1.6","0.8","16.5","2.9","7.0","1.0","3.6","1.0","1.4","0.7","13.4","2.2","13.8","1.4","11.8","1.8","5.8","1.6","17.9","2.7","10.7","1.6","9.4","1.5","7.0","1.7","13.1","2.6","14.4","1.6","13.6","1.7","14.0","2.1","15.5","2.4","17.2","1.7","20.4","2.1","22.3","2.8","10.3","1.9","11.8","1.4","14.2","1.9","17.9","2.7","7.2","1.7","9.8","1.1","13.1","1.7","18.0","2.2","4.0","1.4","3.1","0.7","4.3","1.0","6.3","1.5","1.2","0.8","2.7","0.5","3.6","0.8","5.7","1.2","0.9","0.7","43061","2459","55711","4263","71913","2618","26096","1734","60779","2597","72336","3294","91258","4676","39373","4555","35.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.0","(X)"
"0500000US06013","Contra Costa County, California","396133","3132","285418","4677","216306","5092","110715","4177","3.2","0.4","2.2","0.5","0.9","0.3","7.0","1.1","2.9","0.5","1.6","0.4","0.8","0.3","6.7","1.4","5.0","0.7","3.4","0.7","1.6","0.5","9.6","1.4","4.7","0.5","4.2","0.6","2.5","0.5","6.8","1.1","8.4","0.7","8.0","0.8","5.9","0.8","10.8","1.7","12.6","0.8","11.7","1.0","10.3","1.1","15.5","1.6","12.1","0.7","11.2","0.9","10.8","1.0","13.1","1.6","19.3","1.1","21.0","1.2","22.4","1.4","14.8","1.8","11.7","0.7","12.5","0.9","14.5","1.1","7.7","1.4","20.2","1.0","24.1","1.3","30.3","1.6","8.0","1.4","101618","1585","113973","3401","136101","4478","64309","4617","137621","3595","153649","4531","177955","5523","87503","5266","35.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.3","(X)"
"0500000US12083","Marion County, Florida","143441","4064","93029","4421","68670","3881","50412","3640","7.8","1.7","5.2","1.7","2.0","1.1","15.3","3.5","4.6","1.0","2.5","0.8","1.8","0.7","8.4","2.3","13.8","1.7","9.7","2.0","5.8","1.7","23.2","3.8","12.8","2.1","12.2","2.2","11.0","2.4","14.4","3.1","16.2","2.0","16.3","2.5","17.0","3.2","16.2","3.5","18.0","2.0","20.7","2.5","22.1","3.0","10.8","2.8","10.2","1.4","13.0","2.1","15.4","2.9","4.5","2.2","11.4","1.6","14.3","2.4","17.4","2.9","3.8","1.9","2.4","0.8","2.6","1.0","3.2","1.3","1.9","1.4","2.9","0.9","3.6","1.3","4.4","1.8","1.5","1.0","44576","2607","53142","3458","62794","3705","26611","2399","61351","3400","70358","4683","N","N","40039","4751","35.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.1","(X)"
"0500000US12091","Okaloosa County, Florida","79570","2256","51819","2724","39512","2450","27751","2297","5.9","1.6","3.9","1.9","0.2","0.2","12.4","3.8","4.3","1.2","1.9","0.9","0.8","0.6","9.4","3.4","8.2","1.6","5.6","1.8","3.2","1.3","13.1","3.3","10.1","1.7","7.9","1.7","5.8","1.8","15.0","3.5","11.6","1.8","10.5","2.2","7.8","2.1","14.8","4.0","19.0","2.2","20.1","2.9","21.0","3.5","14.1","3.0","12.5","2.0","14.7","2.6","17.1","3.0","6.8","2.2","17.5","2.1","22.0","2.5","27.1","2.9","8.5","3.3","6.5","1.3","8.3","1.8","10.6","2.3","3.2","1.6","4.3","0.8","5.2","1.1","6.3","1.2","2.7","1.0","63997","3761","75171","4996","91020","6838","35114","3313","82094","4328","94019","6318","N","N","56292","6183","31.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.4","(X)"
"0500000US12117","Seminole County, Florida","179274","2475","121209","4331","92048","4237","58065","3662","4.8","0.9","2.2","0.7","1.1","0.6","10.7","2.3","2.8","0.7","1.4","0.6","1.2","0.6","5.7","1.6","7.0","1.2","4.6","1.0","2.2","0.6","13.3","2.7","8.5","1.1","7.7","1.3","4.7","1.2","11.8","2.3","11.3","1.3","10.6","1.5","8.9","1.6","13.6","2.3","19.9","1.8","19.9","2.2","19.0","2.6","21.5","3.2","14.1","1.4","14.2","1.6","15.0","1.9","11.3","2.4","17.0","1.7","20.7","2.3","24.5","2.7","8.1","2.2","6.4","1.0","8.4","1.3","10.5","1.7","2.0","0.9","8.2","1.2","10.4","1.5","12.7","1.9","2.0","1.0","67470","2717","81684","4517","96695","3677","42424","4363","90253","3396","103719","4148","N","N","54210","3477","33.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.5","(X)"
"0500000US13073","Columbia County, Georgia","47167","2238","35005","2355","N","N","12162","2082","3.0","1.4","1.9","1.3","N","N","6.9","4.2","2.3","1.2","1.3","0.8","N","N","4.9","3.5","7.7","2.5","3.2","1.9","N","N","20.3","7.6","5.1","2.0","5.9","2.5","N","N","3.4","2.6","8.8","2.3","7.3","2.1","N","N","14.1","5.9","18.2","3.4","16.0","3.9","N","N","24.0","8.5","15.8","3.0","18.1","4.0","N","N","10.8","5.2","17.1","3.6","19.8","4.7","N","N","7.2","3.7","12.1","2.6","14.5","3.0","N","N","4.9","3.7","10.0","2.4","12.0","2.9","N","N","3.6","2.6","82024","5183","94055","7586","107725","5752","50403","7827","103682","7010","117035","7843","N","N","61832","8409","33.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.2","(X)"
"0500000US13095","Dougherty County, Georgia","33717","1752","19901","1697","N","N","13816","1786","15.2","3.4","10.8","4.2","N","N","23.0","5.9","6.2","2.3","3.9","2.5","N","N","9.4","4.2","12.0","2.9","8.4","3.1","N","N","18.8","5.8","9.9","2.9","11.6","4.0","N","N","8.8","4.0","20.0","4.0","20.8","5.0","N","N","19.2","6.3","17.8","3.0","17.9","4.5","N","N","15.8","4.9","7.3","2.2","10.3","3.5","N","N","1.8","1.5","6.9","1.8","9.6","3.3","N","N","1.5","1.2","2.9","1.3","3.8","1.9","N","N","1.5","1.5","1.8","0.9","2.9","1.6","N","N","0.3","0.4","39659","2972","46607","4587","69156","8316","24189","5875","53258","5081","64355","8453","N","N","33741","3949","46.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","44.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","44.3","(X)"
"0500000US13151","Henry County, Georgia","75926","1908","59142","2213","42926","2463","16784","2086","1.7","0.8","1.2","0.8","0.4","0.5","4.0","3.3","2.5","1.1","1.2","0.7","0.4","0.4","7.1","4.3","7.0","2.2","5.1","2.1","3.3","1.8","13.9","5.7","7.9","1.8","5.7","2.0","5.3","2.7","16.3","5.0","12.0","1.9","13.3","2.5","7.7","2.2","14.3","4.6","19.6","2.8","18.3","3.1","16.4","3.6","23.9","7.0","14.8","2.5","17.1","3.0","17.7","3.4","6.2","3.2","18.9","2.8","20.5","3.3","25.3","4.2","8.3","4.2","9.1","2.3","10.1","2.7","13.5","3.8","3.4","2.9","6.5","2.0","7.6","2.3","10.1","3.1","2.7","3.1","73541","4842","82425","7208","98711","8657","44616","9080","89068","4530","95985","5080","N","N","57326","9314","34.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.3","(X)"
"0500000US13153","Houston County, Georgia","58155","1653","38986","3059","N","N","19169","2864","4.7","2.1","5.3","2.6","N","N","6.7","3.3","4.0","1.5","2.2","1.4","N","N","7.1","3.8","7.7","1.9","5.1","1.8","N","N","11.2","4.2","11.5","2.7","6.6","2.1","N","N","20.9","6.4","16.4","4.2","11.8","3.8","N","N","25.8","8.8","15.8","3.0","16.4","3.8","N","N","14.6","5.2","11.0","2.7","14.3","3.7","N","N","5.0","3.0","15.1","3.6","18.9","4.6","N","N","7.0","5.3","6.5","2.0","8.8","2.9","N","N","1.3","1.7","7.3","3.7","10.6","5.1","N","N","0.4","0.8","58965","9295","78470","7103","93898","8452","38115","4711","82242","8695","99713","11098","N","N","45773","5722","36.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.4","(X)"
"0500000US17183","Vermilion County, Illinois","30166","1113","18856","1404","N","N","11310","1087","10.0","2.5","6.7","2.6","N","N","18.5","5.5","7.3","2.0","6.0","2.5","N","N","10.2","3.4","11.4","2.2","5.9","2.4","N","N","19.0","4.1","10.5","2.7","9.6","3.0","N","N","13.9","4.5","16.9","3.1","17.9","4.3","N","N","14.1","4.5","16.3","2.8","17.0","3.3","N","N","13.9","4.7","12.5","2.4","15.7","3.7","N","N","7.3","3.5","10.6","2.4","14.8","3.6","N","N","2.2","1.7","2.9","1.4","4.7","2.1","N","N","0.0","1.3","1.4","0.9","1.8","1.4","N","N","0.7","0.8","43655","2992","56717","8165","70502","11001","27950","6303","58099","5121","70048","7624","N","N","35114","4276","47.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","47.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","44.7","(X)"
"0500000US17197","Will County, Illinois","231647","2201","175294","3635","137971","3621","56353","2960","3.3","0.5","1.9","0.5","0.7","0.4","9.0","1.9","2.1","0.5","1.3","0.4","0.4","0.2","5.2","1.6","4.7","0.7","3.0","0.6","2.0","0.6","10.2","2.2","6.9","0.8","5.1","0.8","3.2","0.8","13.3","2.6","9.5","0.9","8.0","1.0","5.5","0.8","14.5","2.0","16.5","1.1","14.9","1.3","12.7","1.1","21.6","2.8","14.9","1.1","15.2","1.3","16.0","1.4","12.9","2.1","21.2","1.2","24.6","1.4","27.5","1.6","9.7","1.8","10.2","0.9","12.6","1.2","15.2","1.4","2.1","0.7","10.9","0.7","13.6","1.0","16.8","1.3","1.6","0.6","85818","3313","100865","1941","116083","2696","48196","3040","106216","2515","120401","2920","135732","3634","56966","3065","36.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.2","(X)"
"0500000US18141","St. Joseph County, Indiana","107730","1563","65770","2453","48249","2435","41960","2382","7.2","1.3","3.6","1.2","1.7","0.8","13.7","3.1","4.7","1.2","2.6","1.1","1.0","0.7","8.3","2.5","10.1","1.3","5.9","1.5","2.4","0.9","18.1","2.8","11.1","1.5","8.0","1.7","6.1","1.6","16.2","3.3","14.0","1.6","13.1","2.1","10.4","1.8","16.3","2.7","17.7","1.8","19.3","2.5","18.6","2.7","13.6","2.8","13.9","1.6","17.3","2.2","21.1","2.7","6.9","2.2","13.2","1.6","18.6","2.3","23.1","2.7","4.4","2.0","4.7","0.9","6.7","1.4","9.0","2.0","1.3","0.8","3.4","0.6","4.8","0.9","6.5","1.3","1.2","0.6","54434","4100","70331","4475","86878","3981","29959","3995","72422","3140","87811","3955","103782","5071","45424","4779","30.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.4","(X)"
"0500000US19163","Scott County, Iowa","66905","1553","41240","1953","31254","1857","25665","1932","5.6","1.5","4.4","1.9","1.0","0.7","8.9","3.0","3.5","1.0","1.4","0.8","1.5","1.0","6.8","2.2","9.4","1.8","4.9","2.0","2.8","1.7","15.5","3.4","9.9","1.7","6.3","2.1","3.0","1.3","16.9","3.3","14.0","2.2","12.5","2.6","9.7","2.5","17.0","4.0","17.6","2.1","18.0","3.0","16.9","2.9","18.1","3.8","14.0","2.0","16.4","2.8","19.5","3.1","7.8","2.3","14.9","1.9","20.1","2.6","25.1","3.4","6.1","2.4","5.3","1.1","8.1","2.0","10.2","2.5","0.9","0.8","6.0","1.3","7.8","2.1","10.4","2.7","1.9","1.3","58175","3831","77917","5103","94691","3909","36162","2535","82135","4613","98960","6838","N","N","52275","6531","34.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.2","(X)"
"0500000US23019","Penobscot County, Maine","61765","1822","36788","2172","26464","2057","24977","2050","8.1","1.8","4.4","1.7","1.2","1.0","14.9","3.6","7.7","1.8","3.9","1.5","0.7","0.4","14.4","3.8","12.1","2.0","5.5","1.8","3.5","1.2","22.0","3.6","10.0","1.5","9.5","2.2","7.8","1.6","11.4","2.8","14.2","2.1","16.5","2.8","15.8","2.8","11.1","2.8","16.5","2.4","18.8","3.0","19.4","3.3","12.1","3.7","14.1","2.0","19.0","2.7","22.6","3.6","5.2","2.5","10.9","1.6","14.1","2.7","17.9","3.4","5.1","2.0","3.7","1.3","4.8","1.6","6.4","2.1","2.1","2.2","2.8","0.9","3.4","1.4","4.5","2.0","1.7","1.2","47217","3800","62967","5375","77215","5308","24405","3137","64741","4449","78188","5872","N","N","41731","6118","30.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.0","(X)"
